Table_Name,State_Code,District_Code,Area_Name,Total_Rural_Urban,Age_Group,Total_Disabled_Persons,Total_Disabled_Males,Total_Disabled_Females,Seeing_P,Seeing_M,Seeing_F,Hearing_P,Hearing_M,Hearing_F,Speech_P,Speech_M,Speech_F,Movement_P,Movement_M,Movement_F,Mental_Retardation_P,Mental_Retardation_M,Mental_Retardation_F,Mental_Illness_P,Mental_Illness_M,Mental_Illness_F,Other_Disability_P,Other_Disability_M,Other_Disability_F,Multiple_Disability_P,Multiple_Disability_M,Multiple_Disability_F
C5120ST,13,266,District-Phek,Total,0-4,44,28,16,6,2,4,10,6,4,1,1,0,3,2,1,1,1,0,1,1,0,12,10,2,10,5,5
C5120ST,13,266,District-Phek,Total,5-9,151,85,66,19,8,11,23,14,9,23,14,9,16,9,7,5,3,2,3,1,2,19,13,6,43,23,20
C5120ST,13,266,District-Phek,Total,10-19,295,159,136,40,22,18,48,27,21,43,22,21,41,31,10,11,5,6,22,11,11,39,19,20,51,22,29
C5120ST,13,266,District-Phek,Total,20-29,278,159,119,25,16,9,52,28,24,27,17,10,33,24,9,30,14,16,23,10,13,40,19,21,48,31,17
C5120ST,13,266,District-Phek,Total,30-39,273,164,109,25,15,10,58,37,21,24,11,13,51,31,20,20,10,10,31,25,6,28,15,13,36,20,16
C5120ST,13,266,District-Phek,Total,40-49,289,163,126,38,20,18,58,36,22,37,19,18,24,16,8,21,13,8,25,15,10,37,18,19,49,26,23
C5120ST,13,266,District-Phek,Total,50-59,262,152,110,32,19,13,73,42,31,33,21,12,46,24,22,10,9,1,15,7,8,24,17,7,29,13,16
C5120ST,13,266,District-Phek,Total,60-69,284,149,135,44,20,24,95,57,38,16,9,7,43,23,20,9,5,4,5,1,4,25,7,18,47,27,20
C5120ST,13,266,District-Phek,Total,70-79,255,128,127,39,13,26,99,55,44,7,3,4,49,32,17,4,1,3,3,0,3,18,10,8,36,14,22
C5120ST,13,266,District-Phek,Total,80-89,118,58,60,32,12,20,38,24,14,2,1,1,16,8,8,0,0,0,1,0,1,8,3,5,21,10,11
C5120ST,13,266,District-Phek,Total,90+,47,28,19,9,3,6,17,12,5,0,0,0,4,3,1,0,0,0,0,0,0,2,0,2,15,10,5
C5120ST,13,266,District-Phek,Total,Age Not Stated,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
C5120ST,13,266,District-Phek,Rural,Total,2105,1178,927,286,142,144,540,325,215,192,102,90,295,187,108,98,56,42,121,67,54,219,114,105,354,185,169
C5120ST,13,266,District-Phek,Rural,0-4,41,26,15,6,2,4,8,5,3,1,1,0,3,2,1,1,1,0,1,1,0,11,9,2,10,5,5
C5120ST,13,266,District-Phek,Rural,5-9,126,68,58,17,8,9,18,12,6,21,12,9,13,7,6,4,2,2,2,1,1,13,8,5,38,18,20
C5120ST,13,266,District-Phek,Rural,10-19,253,139,114,32,18,14,39,23,16,37,17,20,37,28,9,10,5,5,21,11,10,32,16,16,45,21,24
C5120ST,13,266,District-Phek,Rural,20-29,253,147,106,22,14,8,52,28,24,23,16,7,29,21,8,26,13,13,22,9,13,37,18,19,42,28,14
C5120ST,13,266,District-Phek,Rural,30-39,251,151,100,24,14,10,54,35,19,23,10,13,47,28,19,16,8,8,29,23,6,24,14,10,34,19,15
C5120ST,13,266,District-Phek,Rural,40-49,271,152,119,36,19,17,55,35,20,35,17,18,24,16,8,19,12,7,23,14,9,32,15,17,47,24,23
C5120ST,13,266,District-Phek,Rural,50-59,243,142,101,31,19,12,71,41,30,28,17,11,39,21,18,10,9,1,14,6,8,22,16,6,28,13,15
C5120ST,13,266,District-Phek,Rural,60-69,267,145,122,43,20,23,91,56,35,15,8,7,40,23,17,9,5,4,4,1,3,24,7,17,41,25,16
C5120ST,13,266,District-Phek,Rural,70-79,243,123,120,37,13,24,98,54,44,7,3,4,45,31,14,3,1,2,3,0,3,15,8,7,35,13,22
C5120ST,13,266,District-Phek,Rural,80-89,113,58,55,30,12,18,37,24,13,2,1,1,15,8,7,0,0,0,1,0,1,7,3,4,21,10,11
C5120ST,13,266,District-Phek,Rural,90+,43,26,17,8,3,5,17,12,5,0,0,0,3,2,1,0,0,0,0,0,0,2,0,2,13,9,4
C5120ST,13,266,District-Phek,Rural,Age Not Stated,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
C5120ST,13,266,District-Phek,Urban,Total,192,96,96,23,8,15,31,13,18,21,16,5,31,16,15,13,5,8,9,5,4,33,17,16,31,16,15
C5120ST,13,266,District-Phek,Urban,0-4,3,2,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
C5120ST,13,266,District-Phek,Urban,5-9,25,17,8,2,0,2,5,2,3,2,2,0,3,2,1,1,1,0,1,0,1,6,5,1,5,5,0
C5120ST,13,266,District-Phek,Urban,10-19,42,20,22,8,4,4,9,4,5,6,5,1,4,3,1,1,0,1,1,0,1,7,3,4,6,1,5
C5120ST,13,266,District-Phek,Urban,20-29,25,12,13,3,2,1,0,0,0,4,1,3,4,3,1,4,1,3,1,1,0,3,1,2,6,3,3
C5120ST,13,266,District-Phek,Urban,30-39,22,13,9,1,1,0,4,2,2,1,1,0,4,3,1,4,2,2,2,2,0,4,1,3,2,1,1
C5120ST,13,266,District-Phek,Urban,40-49,18,11,7,2,1,1,3,1,2,2,2,0,0,0,0,2,1,1,2,1,1,5,3,2,2,2,0
C5120ST,13,266,District-Phek,Urban,50-59,19,10,9,1,0,1,2,1,1,5,4,1,7,3,4,0,0,0,1,1,0,2,1,1,1,0,1
C5120ST,13,266,District-Phek,Urban,60-69,17,4,13,1,0,1,4,1,3,1,1,0,3,0,3,0,0,0,1,0,1,1,0,1,6,2,4
C5120ST,13,266,District-Phek,Urban,70-79,12,5,7,2,0,2,1,1,0,0,0,0,4,1,3,1,0,1,0,0,0,3,2,1,1,1,0
C5120ST,13,266,District-Phek,Urban,80-89,5,0,5,2,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
C5120ST,13,266,District-Phek,Urban,90+,4,2,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1
C5120ST,13,266,District-Phek,Urban,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,13,267,District-Tuensang,Total,Total,3289,1826,1463,359,183,176,1126,649,477,404,209,195,416,247,169,87,44,43,75,40,35,369,197,172,453,257,196
C5120ST,13,267,District-Tuensang,Total,0-4,121,62,59,10,5,5,50,23,27,2,0,2,12,8,4,2,1,1,0,0,0,37,20,17,8,5,3
C5120ST,13,267,District-Tuensang,Total,5-9,162,93,69,27,13,14,34,20,14,31,17,14,24,16,8,5,2,3,2,2,0,26,14,12,13,9,4
C5120ST,13,267,District-Tuensang,Total,10-19,471,283,188,52,29,23,129,75,54,69,44,25,84,54,30,21,12,9,9,7,2,67,38,29,40,24,16
C5120ST,13,267,District-Tuensang,Total,20-29,409,227,182,37,16,21,115,57,58,61,36,25,58,41,17,16,11,5,13,7,6,59,28,31,50,31,19
C5120ST,13,267,District-Tuensang,Total,30-39,395,205,190,29,16,13,138,74,64,62,28,34,42,24,18,12,7,5,14,6,8,54,25,29,44,25,19
C5120ST,13,267,District-Tuensang,Total,40-49,502,275,227,39,24,15,166,103,63,86,39,47,48,31,17,11,3,8,14,5,9,50,23,27,88,47,41
C5120ST,13,267,District-Tuensang,Total,50-59,406,234,172,39,18,21,161,100,61,50,23,27,42,25,17,11,5,6,12,5,7,26,18,8,65,40,25
C5120ST,13,267,District-Tuensang,Total,60-69,347,174,173,52,20,32,132,71,61,28,13,15,44,21,23,5,2,3,5,5,0,23,15,8,58,27,31
C5120ST,13,267,District-Tuensang,Total,70-79,264,142,122,42,20,22,106,65,41,11,6,5,30,13,17,4,1,3,4,2,2,18,11,7,49,24,25
C5120ST,13,267,District-Tuensang,Total,80-89,147,85,62,22,12,10,70,43,27,4,3,1,21,7,14,0,0,0,2,1,1,5,3,2,23,16,7
C5120ST,13,267,District-Tuensang,Total,90+,64,45,19,10,10,0,24,17,7,0,0,0,11,7,4,0,0,0,0,0,0,4,2,2,15,9,6
C5120ST,13,267,District-Tuensang,Total,Age Not Stated,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,13,267,District-Tuensang,Rural,Total,2927,1640,1287,329,170,159,990,582,408,377,196,181,355,215,140,83,43,40,65,37,28,321,170,151,407,227,180
C5120ST,13,267,District-Tuensang,Rural,0-4,95,51,44,10,5,5,30,16,14,2,0,2,9,5,4,2,1,1,0,0,0,34,19,15,8,5,3
C5120ST,13,267,District-Tuensang,Rural,5-9,141,79,62,25,12,13,28,17,11,30,16,14,20,14,6,5,2,3,2,2,0,21,10,11,10,6,4
C5120ST,13,267,District-Tuensang,Rural,10-19,398,238,160,42,22,20,111,64,47,61,38,23,70,47,23,19,12,7,8,7,1,52,29,23,35,19,16
C5120ST,13,267,District-Tuensang,Rural,20-29,356,203,153,32,15,17,95,51,44,58,35,23,47,34,13,16,11,5,10,5,5,51,24,27,47,28,19
C5120ST,13,267,District-Tuensang,Rural,30-39,340,178,162,28,15,13,112,61,51,59,28,31,33,19,14,11,6,5,11,6,5,50,22,28,36,21,15
C5120ST,13,267,District-Tuensang,Rural,40-49,455,252,203,36,24,12,150,95,55,81,36,45,42,28,14,10,3,7,12,4,8,45,21,24,79,41,38
C5120ST,13,267,District-Tuensang,Rural,50-59,373,217,156,37,17,20,151,94,57,46,21,25,35,22,13,11,5,6,12,5,7,23,16,7,58,37,21
C5120ST,13,267,District-Tuensang,Rural,60-69,323,167,156,47,20,27,126,67,59,26,13,13,39,20,19,5,2,3,5,5,0,22,15,7,53,25,28
C5120ST,13,267,District-Tuensang,Rural,70-79,250,136,114,42,20,22,100,62,38,10,6,4,30,13,17,4,1,3,4,2,2,15,10,5,45,22,23
C5120ST,13,267,District-Tuensang,Rural,80-89,138,79,59,22,12,10,64,39,25,4,3,1,21,7,14,0,0,0,1,1,0,4,2,2,22,15,7
C5120ST,13,267,District-Tuensang,Rural,90+,58,40,18,8,8,0,23,16,7,0,0,0,9,6,3,0,0,0,0,0,0,4,2,2,14,8,6
C5120ST,13,267,District-Tuensang,Rural,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,13,267,District-Tuensang,Urban,Total,362,186,176,30,13,17,136,67,69,27,13,14,61,32,29,4,1,3,10,3,7,48,27,21,46,30,16
C5120ST,13,267,District-Tuensang,Urban,0-4,26,11,15,0,0,0,20,7,13,0,0,0,3,3,0,0,0,0,0,0,0,3,1,2,0,0,0
C5120ST,13,267,District-Tuensang,Urban,5-9,21,14,7,2,1,1,6,3,3,1,1,0,4,2,2,0,0,0,0,0,0,5,4,1,3,3,0
C5120ST,13,267,District-Tuensang,Urban,10-19,73,45,28,10,7,3,18,11,7,8,6,2,14,7,7,2,0,2,1,0,1,15,9,6,5,5,0
C5120ST,13,267,District-Tuensang,Urban,20-29,53,24,29,5,1,4,20,6,14,3,1,2,11,7,4,0,0,0,3,2,1,8,4,4,3,3,0
C5120ST,13,267,District-Tuensang,Urban,30-39,55,27,28,1,1,0,26,13,13,3,0,3,9,5,4,1,1,0,3,0,3,4,3,1,8,4,4
C5120ST,13,267,District-Tuensang,Urban,40-49,47,23,24,3,0,3,16,8,8,5,3,2,6,3,3,1,0,1,2,1,1,5,2,3,9,6,3
C5120ST,13,267,District-Tuensang,Urban,50-59,33,17,16,2,1,1,10,6,4,4,2,2,7,3,4,0,0,0,0,0,0,3,2,1,7,3,4
C5120ST,13,267,District-Tuensang,Urban,60-69,24,7,17,5,0,5,6,4,2,2,0,2,5,1,4,0,0,0,0,0,0,1,0,1,5,2,3
C5120ST,13,267,District-Tuensang,Urban,70-79,14,6,8,0,0,0,6,3,3,1,0,1,0,0,0,0,0,0,0,0,0,3,1,2,4,2,2
C5120ST,13,267,District-Tuensang,Urban,80-89,9,6,3,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0
C5120ST,13,267,District-Tuensang,Urban,90+,6,5,1,2,2,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0
C5120ST,13,267,District-Tuensang,Urban,Age Not Stated,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,13,268,District-Longleng,Total,Total,976,553,423,137,71,66,373,215,158,52,32,20,97,66,31,36,18,18,28,15,13,151,82,69,102,54,48
C5120ST,13,268,District-Longleng,Total,0-4,37,26,11,4,1,3,14,11,3,1,1,0,4,4,0,1,1,0,0,0,0,11,8,3,2,0,2
C5120ST,13,268,District-Longleng,Total,5-9,75,48,27,8,5,3,21,9,12,9,7,2,5,4,1,3,1,2,2,1,1,21,15,6,6,6,0
C5120ST,13,268,District-Longleng,Total,10-19,138,76,62,25,13,12,35,19,16,15,9,6,21,14,7,8,4,4,5,2,3,24,11,13,5,4,1
C5120ST,13,268,District-Longleng,Total,20-29,112,67,45,8,4,4,28,14,14,10,8,2,24,15,9,4,2,2,4,4,0,20,12,8,14,8,6
C5120ST,13,268,District-Longleng,Total,30-39,96,54,42,7,4,3,43,23,20,7,2,5,5,4,1,7,6,1,3,2,1,16,7,9,8,6,2
C5120ST,13,268,District-Longleng,Total,40-49,102,48,54,18,9,9,39,16,23,2,2,0,8,4,4,3,0,3,6,4,2,16,9,7,10,4,6
C5120ST,13,268,District-Longleng,Total,50-59,116,69,47,13,8,5,61,38,23,3,1,2,9,8,1,4,3,1,3,2,1,10,1,9,13,8,5
C5120ST,13,268,District-Longleng,Total,60-69,125,68,57,20,9,11,62,40,22,4,2,2,6,5,1,1,0,1,3,0,3,15,8,7,14,4,10
C5120ST,13,268,District-Longleng,Total,70-79,94,44,50,15,6,9,39,22,17,1,0,1,11,5,6,3,0,3,2,0,2,9,5,4,14,6,8
C5120ST,13,268,District-Longleng,Total,80-89,56,35,21,13,8,5,20,13,7,0,0,0,2,1,1,1,1,0,0,0,0,8,6,2,12,6,6
C5120ST,13,268,District-Longleng,Total,90+,25,18,7,6,4,2,11,10,1,0,0,0,2,2,0,1,0,1,0,0,0,1,0,1,4,2,2
C5120ST,13,268,District-Longleng,Total,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,13,268,District-Longleng,Rural,Total,870,493,377,123,64,59,336,196,140,42,26,16,80,53,27,32,16,16,27,15,12,140,76,64,90,47,43
C5120ST,13,268,District-Longleng,Rural,0-4,34,24,10,4,1,3,13,11,2,1,1,0,3,3,0,1,1,0,0,0,0,10,7,3,2,0,2
C5120ST,13,268,District-Longleng,Rural,5-9,69,44,25,8,5,3,20,9,11,6,5,1,5,4,1,3,1,2,2,1,1,21,15,6,4,4,0
C5120ST,13,268,District-Longleng,Rural,10-19,118,64,54,21,10,11,31,17,14,12,7,5,17,10,7,6,3,3,4,2,2,22,11,11,5,4,1
C5120ST,13,268,District-Longleng,Rural,20-29,99,60,39,7,4,3,28,14,14,9,7,2,18,12,6,2,1,1,4,4,0,18,10,8,13,8,5
C5120ST,13,268,District-Longleng,Rural,30-39,92,53,39,6,4,2,42,23,19,6,2,4,4,3,1,7,6,1,3,2,1,16,7,9,8,6,2
C5120ST,13,268,District-Longleng,Rural,40-49,95,46,49,16,9,7,35,14,21,2,2,0,7,4,3,3,0,3,6,4,2,16,9,7,10,4,6
C5120ST,13,268,District-Longleng,Rural,50-59,102,63,39,12,7,5,52,35,17,3,1,2,8,7,1,4,3,1,3,2,1,9,1,8,11,7,4
C5120ST,13,268,District-Longleng,Rural,60-69,104,55,49,18,8,10,51,32,19,2,1,1,5,4,1,1,0,1,3,0,3,13,7,6,11,3,8
C5120ST,13,268,District-Longleng,Rural,70-79,82,37,45,13,5,8,35,20,15,1,0,1,9,3,6,3,0,3,2,0,2,8,5,3,11,4,7
C5120ST,13,268,District-Longleng,Rural,80-89,51,30,21,12,7,5,19,12,7,0,0,0,2,1,1,1,1,0,0,0,0,6,4,2,11,5,6
C5120ST,13,268,District-Longleng,Rural,90+,24,17,7,6,4,2,10,9,1,0,0,0,2,2,0,1,0,1,0,0,0,1,0,1,4,2,2
C5120ST,13,268,District-Longleng,Rural,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,13,268,District-Longleng,Urban,Total,106,60,46,14,7,7,37,19,18,10,6,4,17,13,4,4,2,2,1,0,1,11,6,5,12,7,5
C5120ST,13,268,District-Longleng,Urban,0-4,3,2,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
C5120ST,13,268,District-Longleng,Urban,5-9,6,4,2,0,0,0,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
C5120ST,13,268,District-Longleng,Urban,10-19,20,12,8,4,3,1,4,2,2,3,2,1,4,4,0,2,1,1,1,0,1,2,0,2,0,0,0
C5120ST,13,268,District-Longleng,Urban,20-29,13,7,6,1,0,1,0,0,0,1,1,0,6,3,3,2,1,1,0,0,0,2,2,0,1,0,1
C5120ST,13,268,District-Longleng,Urban,30-39,4,1,3,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,13,268,District-Longleng,Urban,40-49,7,2,5,2,0,2,4,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,13,268,District-Longleng,Urban,50-59,14,6,8,1,1,0,9,3,6,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,2,1,1
C5120ST,13,268,District-Longleng,Urban,60-69,21,13,8,2,1,1,11,8,3,2,1,1,1,1,0,0,0,0,0,0,0,2,1,1,3,1,2
C5120ST,13,268,District-Longleng,Urban,70-79,12,7,5,2,1,1,4,2,2,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,3,2,1
C5120ST,13,268,District-Longleng,Urban,80-89,5,5,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0
C5120ST,13,268,District-Longleng,Urban,90+,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,13,268,District-Longleng,Urban,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,13,269,District-Kiphire,Total,Total,996,517,479,132,73,59,222,120,102,102,48,54,138,78,60,33,12,21,29,14,15,241,124,117,99,48,51
C5120ST,13,269,District-Kiphire,Total,0-4,27,17,10,6,5,1,7,4,3,0,0,0,4,3,1,0,0,0,0,0,0,7,4,3,3,1,2
C5120ST,13,269,District-Kiphire,Total,5-9,47,24,23,7,4,3,7,2,5,6,2,4,10,10,0,0,0,0,1,0,1,9,3,6,7,3,4
C5120ST,13,269,District-Kiphire,Total,10-19,150,77,73,21,8,13,30,18,12,18,7,11,29,13,16,7,2,5,6,3,3,26,17,9,13,9,4
C5120ST,13,269,District-Kiphire,Total,20-29,140,72,68,8,3,5,29,15,14,14,8,6,17,12,5,5,2,3,5,4,1,46,20,26,16,8,8
C5120ST,13,269,District-Kiphire,Total,30-39,146,72,74,7,3,4,15,11,4,17,6,11,11,7,4,6,3,3,9,2,7,71,38,33,10,2,8
C5120ST,13,269,District-Kiphire,Total,40-49,183,99,84,16,9,7,42,26,16,35,17,18,19,12,7,6,3,3,7,4,3,36,17,19,22,11,11
C5120ST,13,269,District-Kiphire,Total,50-59,132,75,57,23,16,7,36,17,19,9,6,3,21,11,10,6,2,4,1,1,0,26,15,11,10,7,3
C5120ST,13,269,District-Kiphire,Total,60-69,72,33,39,17,9,8,20,6,14,3,2,1,13,5,8,1,0,1,0,0,0,14,9,5,4,2,2
C5120ST,13,269,District-Kiphire,Total,70-79,61,24,37,15,9,6,20,11,9,0,0,0,11,2,9,2,0,2,0,0,0,4,0,4,9,2,7
C5120ST,13,269,District-Kiphire,Total,80-89,26,16,10,9,5,4,10,6,4,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,4,3,1
C5120ST,13,269,District-Kiphire,Total,90+,12,8,4,3,2,1,6,4,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
C5120ST,13,269,District-Kiphire,Total,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,13,269,District-Kiphire,Rural,Total,854,440,414,111,62,49,191,102,89,87,40,47,118,70,48,31,12,19,21,10,11,213,105,108,82,39,43
C5120ST,13,269,District-Kiphire,Rural,0-4,23,16,7,5,4,1,5,4,1,0,0,0,4,3,1,0,0,0,0,0,0,6,4,2,3,1,2
C5120ST,13,269,District-Kiphire,Rural,5-9,38,19,19,5,3,2,7,2,5,4,1,3,10,10,0,0,0,0,1,0,1,6,2,4,5,1,4
C5120ST,13,269,District-Kiphire,Rural,10-19,120,61,59,16,6,10,23,13,10,14,5,9,26,13,13,6,2,4,5,3,2,18,11,7,12,8,4
C5120ST,13,269,District-Kiphire,Rural,20-29,117,57,60,8,3,5,24,12,12,13,7,6,12,9,3,5,2,3,5,4,1,40,15,25,10,5,5
C5120ST,13,269,District-Kiphire,Rural,30-39,131,65,66,6,3,3,12,9,3,15,5,10,7,6,1,6,3,3,6,1,5,69,36,33,10,2,8
C5120ST,13,269,District-Kiphire,Rural,40-49,161,86,75,15,8,7,39,23,16,31,15,16,14,10,4,6,3,3,4,2,2,32,15,17,20,10,10
C5120ST,13,269,District-Kiphire,Rural,50-59,114,63,51,18,13,5,31,14,17,8,6,2,19,9,10,5,2,3,0,0,0,24,13,11,9,6,3
C5120ST,13,269,District-Kiphire,Rural,60-69,61,28,33,15,7,8,16,5,11,2,1,1,12,5,7,1,0,1,0,0,0,12,8,4,3,2,1
C5120ST,13,269,District-Kiphire,Rural,70-79,54,23,31,12,8,4,19,11,8,0,0,0,11,2,9,2,0,2,0,0,0,4,0,4,6,2,4
C5120ST,13,269,District-Kiphire,Rural,80-89,24,15,9,8,5,3,10,6,4,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,3,2,1
C5120ST,13,269,District-Kiphire,Rural,90+,11,7,4,3,2,1,5,3,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
C5120ST,13,269,District-Kiphire,Rural,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,13,269,District-Kiphire,Urban,Total,142,77,65,21,11,10,31,18,13,15,8,7,20,8,12,2,0,2,8,4,4,28,19,9,17,9,8
C5120ST,13,269,District-Kiphire,Urban,0-4,4,1,3,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
C5120ST,13,269,District-Kiphire,Urban,5-9,9,5,4,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,3,1,2,2,2,0
C5120ST,13,269,District-Kiphire,Urban,10-19,30,16,14,5,2,3,7,5,2,4,2,2,3,0,3,1,0,1,1,0,1,8,6,2,1,1,0
C5120ST,13,269,District-Kiphire,Urban,20-29,23,15,8,0,0,0,5,3,2,1,1,0,5,3,2,0,0,0,0,0,0,6,5,1,6,3,3
C5120ST,13,269,District-Kiphire,Urban,30-39,15,7,8,1,0,1,3,2,1,2,1,1,4,1,3,0,0,0,3,1,2,2,2,0,0,0,0
C5120ST,13,269,District-Kiphire,Urban,40-49,22,13,9,1,1,0,3,3,0,4,2,2,5,2,3,0,0,0,3,2,1,4,2,2,2,1,1
C5120ST,13,269,District-Kiphire,Urban,50-59,18,12,6,5,3,2,5,3,2,1,0,1,2,2,0,1,0,1,1,1,0,2,2,0,1,1,0
C5120ST,13,269,District-Kiphire,Urban,60-69,11,5,6,2,2,0,4,1,3,1,1,0,1,0,1,0,0,0,0,0,0,2,1,1,1,0,1
C5120ST,13,269,District-Kiphire,Urban,70-79,7,1,6,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
C5120ST,13,269,District-Kiphire,Urban,80-89,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
C5120ST,13,269,District-Kiphire,Urban,90+,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,13,269,District-Kiphire,Urban,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,13,270,District-Kohima,Total,Total,2336,1205,1131,338,158,180,571,320,251,175,94,81,391,200,191,110,55,55,99,49,50,369,187,182,283,142,141
C5120ST,13,270,District-Kohima,Total,0-4,68,31,37,7,1,6,16,11,5,3,1,2,7,4,3,2,1,1,0,0,0,26,9,17,7,4,3
C5120ST,13,270,District-Kohima,Total,5-9,165,91,74,18,7,11,27,12,15,26,13,13,19,11,8,4,3,1,2,1,1,31,22,9,38,22,16
C5120ST,13,270,District-Kohima,Total,10-19,402,215,187,49,23,26,91,51,40,39,26,13,63,41,22,20,9,11,13,5,8,84,39,45,43,21,22
C5120ST,13,270,District-Kohima,Total,20-29,351,184,167,41,21,20,59,30,29,31,15,16,62,29,33,25,13,12,24,18,6,65,35,30,44,23,21
C5120ST,13,270,District-Kohima,Total,30-39,296,166,130,26,15,11,67,41,26,21,12,9,63,36,27,19,11,8,27,16,11,48,27,21,25,8,17
C5120ST,13,270,District-Kohima,Total,40-49,244,121,123,35,22,13,63,31,32,18,11,7,35,16,19,14,5,9,9,0,9,41,20,21,29,16,13
C5120ST,13,270,District-Kohima,Total,50-59,245,138,107,38,20,18,61,40,21,18,7,11,48,26,22,11,5,6,12,5,7,28,15,13,29,20,9
C5120ST,13,270,District-Kohima,Total,60-69,216,111,105,54,21,33,53,33,20,9,6,3,39,23,16,9,6,3,8,1,7,24,10,14,20,11,9
C5120ST,13,270,District-Kohima,Total,70-79,172,74,98,36,17,19,59,32,27,6,3,3,32,9,23,3,1,2,2,1,1,14,6,8,20,5,15
C5120ST,13,270,District-Kohima,Total,80-89,123,52,71,25,6,19,51,27,24,1,0,1,15,4,11,2,1,1,2,2,0,5,3,2,22,9,13
C5120ST,13,270,District-Kohima,Total,90+,45,15,30,8,4,4,20,8,12,2,0,2,8,1,7,0,0,0,0,0,0,2,0,2,5,2,3
C5120ST,13,270,District-Kohima,Total,Age Not Stated,9,7,2,1,1,0,4,4,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0
C5120ST,13,270,District-Kohima,Rural,Total,1596,813,783,264,125,139,428,230,198,124,67,57,235,119,116,69,31,38,71,37,34,231,112,119,174,92,82
C5120ST,13,270,District-Kohima,Rural,0-4,49,22,27,5,1,4,14,9,5,1,1,0,6,3,3,2,1,1,0,0,0,17,6,11,4,1,3
C5120ST,13,270,District-Kohima,Rural,5-9,102,54,48,16,6,10,22,9,13,14,8,6,5,3,2,3,3,0,1,0,1,19,12,7,22,13,9
C5120ST,13,270,District-Kohima,Rural,10-19,247,126,121,31,15,16,60,31,29,28,19,9,41,26,15,11,4,7,9,3,6,43,16,27,24,12,12
C5120ST,13,270,District-Kohima,Rural,20-29,210,110,100,20,13,7,43,21,22,23,9,14,33,15,18,14,7,7,17,13,4,38,20,18,22,12,10
